city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,target_speed_kmh
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,5,378,36.5,7.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,6,3,85,42.4,33.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,0,406,23.3,8.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,5,203,30.2,9.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,4,110,23.1,17.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,4,0,358,29.2,12.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,2,448,21.5,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,3,5,430,23.5,8.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,5,172,24.4,8.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,5,269,34.2,19.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,0,386,46.3,9.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,6,163,31.8,22.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,4,156,41.6,29.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,5,211,31.8,20.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,2,464,8.7,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,19,2,155,24.6,8.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,2,420,27.1,9.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,6,326,37.5,18.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,0,252,18.1,10.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,5,4,465,15.0,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,8,4,222,12.3,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,12,4,214,24.8,15.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,13,6,433,29.4,10.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,14,6,455,35.8,11.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,1,159,31.0,10.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,22,4,250,31.0,17.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,4,5,437,21.0,7.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,2,426,16.0,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,1,418,19.1,6.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,6,5,150,21.3,15.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,23,5,478,37.7,10.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,5,109,17.4,13.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,11,4,460,32.1,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,20,6,410,28.6,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,6,2,253,20.2,11.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,4,226,31.6,19.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,0,203,25.7,8.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,2,272,13.5,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,1,120,33.1,12.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,5,71,22.9,18.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,1,6,54,41.1,34.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,6,295,11.3,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,6,96,10.2,7.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,3,300,48.9,12.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,3,144,38.7,27.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,5,474,46.8,6.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,0,320,40.5,9.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,6,221,11.0,6.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,0,344,41.0,9.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,0,394,21.6,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,13,4,374,38.9,16.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,13,4,70,48.7,39.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,4,1,233,25.4,15.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,2,433,47.6,8.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,1,285,25.4,13.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,21,3,230,10.5,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,3,183,36.5,24.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,3,1,378,38.1,15.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,4,478,45.0,12.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,3,130,31.0,22.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,1,4,421,27.0,9.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,19,0,134,33.2,12.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,4,1,389,49.7,19.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,1,112,45.3,34.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,3,360,38.8,8.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,13,4,69,20.5,16.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,2,434,46.2,7.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,1,4,165,23.7,16.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,16,4,229,31.6,19.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,0,119,15.0,11.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,2,180,16.5,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,1,175,48.9,16.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,20,3,247,34.3,10.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,3,112,18.1,13.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,1,54,12.7,10.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,1,153,46.2,16.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,2,236,23.4,14.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,1,444,9.3,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,19,4,342,16.9,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,5,161,44.4,30.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,22,5,329,21.8,10.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,12,0,125,48.1,35.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,13,0,63,41.4,33.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,19,6,263,34.1,9.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,1,0,189,45.5,29.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,6,332,38.0,18.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,6,1,430,27.8,9.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,0,139,42.6,15.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,5,97,42.8,33.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,0,4,328,43.9,21.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,5,456,11.6,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,16,6,327,46.7,22.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,6,143,40.0,28.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,11,4,472,21.1,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,1,458,23.3,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,2,369,30.3,6.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,5,103,17.6,6.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,5,89,19.4,7.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,6,70,18.1,14.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,12,0,108,42.9,32.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,6,126,46.4,17.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,19,3,218,35.9,11.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,3,78,40.6,16.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,12,1,457,31.6,9.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,10,2,163,41.3,14.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,1,138,45.7,16.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,1,382,40.7,8.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,0,148,23.9,8.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,2,299,49.1,12.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,11,4,178,13.1,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,6,51,40.1,33.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,4,326,37.8,18.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,1,376,12.3,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,16,6,478,46.8,13.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,10,4,74,32.1,12.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,5,298,14.6,7.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,5,6,127,43.1,31.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,9,3,434,46.3,7.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,3,153,27.8,19.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,6,2,421,29.0,10.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,2,1,231,44.8,27.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,4,232,32.0,9.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,16,1,348,18.7,8.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,4,472,13.9,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,16,2,396,25.0,9.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,16,0,387,17.3,7.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,6,193,20.4,13.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,11,0,466,46.9,7.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,11,0,261,37.1,10.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,15,1,127,40.1,29.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,7,6,452,28.9,9.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,4,261,48.9,13.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,6,288,47.5,25.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,5,75,29.0,11.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,8,2,170,27.5,9.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,6,3,83,34.3,27.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,5,369,45.0,19.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,21,4,95,8.9,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,1,6,465,45.1,13.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,4,216,31.5,9.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,5,95,41.1,16.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,16,2,475,42.7,12.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,6,192,36.7,12.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,5,307,19.4,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,10,0,85,48.8,19.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,0,420,17.1,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,6,365,47.8,10.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,13,4,417,34.2,12.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,5,473,8.7,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,4,3,327,37.6,18.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,2,5,111,28.3,21.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,3,2,163,45.7,31.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,1,406,16.7,6.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,1,379,47.3,9.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,2,461,46.1,7.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,2,276,41.2,11.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,5,220,14.4,8.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,13,0,189,43.5,28.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,3,341,21.8,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,2,209,39.7,25.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,4,102,45.4,17.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,4,4,82,28.6,22.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,4,479,21.3,6.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,19,3,467,18.9,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,18,6,73,12.8,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,4,388,40.6,8.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,6,430,26.3,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,6,1,155,13.6,9.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,5,75,17.5,14.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,0,291,34.7,18.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,10,0,88,23.7,9.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,1,5,91,28.5,22.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,7,1,460,41.0,12.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,19,0,114,9.2,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,6,2,469,17.5,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,13,0,153,40.5,28.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,5,106,39.0,29.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,6,286,13.6,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,3,5,320,41.9,20.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,0,425,22.5,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,1,409,19.6,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,0,398,17.7,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,4,61,47.8,19.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,2,1,160,15.6,10.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,16,6,443,8.7,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,5,172,20.5,13.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,5,463,18.8,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,3,98,45.7,17.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,4,214,49.6,31.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,13,2,284,31.7,17.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,4,421,25.1,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,17,3,423,15.7,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,3,257,38.7,22.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,7,6,330,12.3,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,1,4,163,10.4,7.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,0,2,334,24.0,11.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,22,4,278,32.7,17.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,0,400,46.2,17.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,1,202,27.7,8.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,2,169,20.1,13.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,0,335,44.4,20.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,1,383,44.7,9.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,4,142,37.7,27.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,6,147,46.4,33.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,16,6,120,29.3,21.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,10,5,344,13.7,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,6,0,190,20.0,13.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,5,227,28.0,17.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,3,250,35.7,10.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,11,0,408,29.5,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,4,57,30.9,12.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,0,369,20.4,8.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,22,1,198,37.1,23.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,7,5,78,33.6,26.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,20,0,65,19.3,7.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,21,6,65,15.3,6.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,1,231,22.0,13.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,10,5,143,13.1,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,20,6,470,9.6,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,16,6,125,32.5,24.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,2,240,36.8,21.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,0,176,14.8,10.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,5,230,15.4,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,18,3,120,37.4,13.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,6,255,28.0,16.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,2,119,35.4,13.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,3,3,174,14.8,10.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,7,3,335,11.7,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,7,0,67,44.8,36.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,16,1,164,46.3,31.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,6,0,172,15.1,10.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,0,271,29.9,8.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,7,5,437,17.3,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,2,1,270,35.3,19.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,14,5,320,36.0,17.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,11,3,316,47.5,11.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,6,4,444,18.4,6.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,4,6,414,38.5,14.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,6,480,25.9,7.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,3,261,48.8,27.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,6,3,287,49.9,26.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,23,1,412,41.8,15.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,2,283,33.4,17.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,4,335,13.4,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,15,4,181,27.1,18.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,12,6,365,28.4,12.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,4,6,333,36.6,17.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,3,6,463,9.6,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,6,0,236,10.3,6.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,4,446,43.0,14.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,3,108,21.1,8.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,11,1,450,41.4,6.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,14,2,386,47.3,19.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,16,1,102,24.4,18.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,1,478,45.7,13.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,2,283,19.0,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,0,155,22.4,15.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,5,1,55,29.3,24.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,10,4,170,25.4,8.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,20,5,101,12.1,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,2,332,29.0,13.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,15,4,366,17.9,7.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,10,6,375,28.1,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,3,277,47.3,25.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,1,398,36.6,14.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,7,1,210,46.7,29.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,2,224,17.8,10.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,4,246,34.1,19.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,0,280,39.2,10.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,13,5,261,12.2,6.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,3,240,26.7,15.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,0,66,25.6,20.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,20,4,459,19.8,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,12,2,461,24.8,7.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,19,0,410,47.8,8.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,4,379,33.2,6.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,3,55,12.0,10.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,4,233,42.7,12.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,14,3,461,43.6,13.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,4,0,96,32.0,24.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,6,341,44.0,20.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,8,2,112,22.1,8.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,5,253,21.1,12.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,1,382,37.6,15.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,0,409,16.6,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,10,2,423,33.9,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,5,6,467,9.9,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,21,4,349,39.7,9.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,1,137,34.2,12.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,12,2,182,46.1,30.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,1,420,21.8,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,2,1,392,29.2,11.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,1,6,100,10.4,8.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,22,0,61,10.8,8.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,0,0,292,15.5,8.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,23,6,410,14.3,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,6,257,40.3,23.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,6,2,209,49.2,31.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,5,266,35.3,9.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,0,82,13.2,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,0,67,14.6,11.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,1,4,136,10.7,7.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,1,5,93,28.9,22.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,7,5,339,14.8,6.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,10,5,428,42.7,7.5
