city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,is_tech_corridor,rain_factor,target_speed_kmh,congestion_level
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,10,2,244,22.0,0,1.0,7.8,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,23,1,171,48.0,1,1.0,32.6,LOW
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,17,5,384,22.0,0,1.0,6.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,19,6,349,35.0,0,1.0,10.3,HEAVY
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,0,0,170,20.0,1,1.0,13.6,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,13,2,512,12.0,1,1.0,4.1,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,20,2,251,18.0,1,1.0,4.4,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,8,1,481,24.0,0,1.0,5.2,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,23,3,588,22.0,0,1.0,5.8,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,16,6,128,24.0,0,1.0,17.3,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,4,2,201,16.0,1,0.5,5.2,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,23,1,386,20.0,1,1.0,9.3,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,9,2,351,22.0,0,1.0,6.5,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,5,3,565,18.0,1,1.0,5.1,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,18,4,512,24.0,0,1.0,4.8,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,15,3,575,22.0,0,1.0,6.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,11,2,262,22.0,0,1.0,7.6,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,23,6,465,20.0,1,1.0,7.7,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,10,6,103,12.0,1,1.0,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,9,1,111,20.0,1,1.0,6.1,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,18,6,268,24.0,0,0.5,4.1,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,18,2,583,20.0,1,0.5,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,9,3,511,16.0,1,1.0,4.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,9,2,369,12.0,1,1.0,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,19,3,437,22.0,0,1.0,5.3,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,9,6,260,48.0,1,0.5,5.8,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,2,0,68,24.0,0,1.0,18.8,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,8,3,230,18.0,1,1.0,4.6,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,10,2,371,18.0,1,1.0,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,19,5,221,18.0,1,1.0,4.7,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,11,0,540,48.0,1,1.0,6.1,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,15,5,65,20.0,1,0.5,7.9,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,22,6,558,12.0,1,0.5,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,1,2,584,35.0,0,1.0,9.3,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,3,3,280,12.0,1,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,23,0,204,24.0,0,0.5,7.8,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,21,0,491,20.0,1,1.0,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,5,0,499,24.0,0,1.0,8.4,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,2,5,560,24.0,0,1.0,7.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,15,6,215,12.0,1,0.5,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,12,4,84,35.0,0,1.0,26.8,MODERATE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,11,6,470,24.0,0,1.0,5.4,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,2,3,364,24.0,0,1.0,11.7,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,20,2,480,16.0,1,1.0,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,5,0,172,24.0,0,1.0,16.3,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,16,2,144,24.0,0,1.0,16.9,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,1,6,340,12.0,1,1.0,6.1,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,16,1,512,35.0,0,1.0,11.8,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,9,1,324,35.0,0,0.5,5.4,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,11,6,325,24.0,0,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,3,1,92,24.0,0,1.0,18.2,HEAVY
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,19,3,567,20.0,1,1.0,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,23,1,339,18.0,1,1.0,9.2,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,16,0,301,18.0,1,0.5,4.9,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,18,1,214,22.0,0,1.0,8.2,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,18,1,120,24.0,0,1.0,10.3,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,0,3,271,16.0,1,1.0,9.3,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,3,0,564,16.0,1,1.0,4.6,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,12,1,89,16.0,1,1.0,12.2,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,9,1,177,12.0,1,1.0,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,2,3,388,22.0,0,1.0,10.2,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,9,0,243,16.0,1,1.0,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,16,2,285,16.0,1,1.0,9.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,4,6,579,20.0,1,1.0,5.4,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,8,3,179,35.0,0,1.0,13.8,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,15,0,62,18.0,1,1.0,14.2,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,8,3,118,48.0,1,1.0,14.5,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,9,0,536,16.0,1,1.0,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,1,3,246,18.0,1,1.0,10.9,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,15,6,399,18.0,1,0.5,4.1,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,0,5,502,22.0,0,1.0,7.7,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,12,0,346,35.0,0,1.0,17.6,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,5,3,522,12.0,1,1.0,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,15,0,476,35.0,0,1.0,13.1,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,5,6,192,18.0,1,0.5,5.9,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,9,3,552,16.0,1,0.5,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,21,0,220,20.0,1,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,20,5,258,24.0,0,0.5,4.2,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,16,4,331,18.0,1,1.0,9.3,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,22,4,535,18.0,1,1.0,5.7,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,20,3,280,16.0,1,1.0,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,14,0,191,18.0,1,1.0,11.9,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,18,3,349,12.0,1,1.0,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,20,1,220,20.0,1,1.0,5.2,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,2,0,82,22.0,0,1.0,16.9,HEAVY
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,21,2,580,20.0,1,1.0,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,13,1,426,35.0,0,1.0,14.8,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,7,2,384,16.0,1,0.5,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,10,5,292,35.0,0,1.0,11.5,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,4,1,171,12.0,1,1.0,8.1,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,16,6,264,35.0,0,1.0,20.5,MODERATE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,21,6,365,20.0,1,1.0,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,15,3,282,18.0,1,1.0,10.2,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,15,4,256,12.0,1,1.0,7.1,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,0,6,292,24.0,0,1.0,13.4,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,19,2,82,16.0,1,0.5,4.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,13,4,292,12.0,1,0.5,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,6,6,219,48.0,1,1.0,30.3,LOW
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,13,6,151,48.0,1,1.0,33.6,LOW
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,10,3,551,24.0,0,1.0,4.2,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,2,0,117,48.0,1,1.0,35.2,LOW
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,16,6,289,35.0,0,1.0,19.6,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,15,5,402,35.0,0,1.0,15.7,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,4,6,197,22.0,0,0.5,7.2,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,2,1,74,24.0,0,1.0,18.6,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,4,0,348,35.0,0,1.0,17.6,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,10,1,254,18.0,1,0.5,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,20,1,465,22.0,0,1.0,5.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,0,3,64,48.0,1,1.0,37.7,LOW
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,20,6,271,16.0,1,1.0,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,13,3,161,22.0,0,1.0,15.2,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,8,1,583,18.0,1,1.0,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,8,2,263,22.0,0,1.0,7.6,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,2,3,91,20.0,1,1.0,15.2,HEAVY
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,3,0,448,20.0,1,1.0,8.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,20,4,510,22.0,0,1.0,4.4,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,13,5,595,35.0,0,1.0,8.9,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,11,0,544,48.0,1,0.5,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,9,1,517,35.0,0,1.0,6.9,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,17,2,532,48.0,1,1.0,6.3,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,23,2,523,18.0,1,1.0,5.9,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,18,4,566,20.0,1,1.0,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,10,0,530,48.0,1,1.0,6.3,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,13,5,110,48.0,1,1.0,35.5,LOW
Bengaluru,Central Silk Board Junction,BLR_SOUTH,1,5,91,18.0,1,1.0,13.7,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,9,5,429,24.0,0,1.0,5.9,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,10,2,550,20.0,1,1.0,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,5,5,365,20.0,1,1.0,9.7,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,14,4,237,22.0,0,1.0,13.5,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,13,5,92,16.0,1,1.0,12.1,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,0,2,208,24.0,0,1.0,15.4,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,4,1,424,22.0,0,1.0,9.4,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,2,2,587,24.0,0,0.5,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,7,6,402,48.0,1,0.5,10.8,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,15,4,311,18.0,1,1.0,9.7,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,4,5,523,35.0,0,1.0,11.4,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,0,6,325,35.0,0,1.0,18.4,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,0,3,157,16.0,1,1.0,11.1,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,10,3,491,12.0,1,1.0,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,0,4,424,16.0,1,1.0,6.8,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,18,4,109,18.0,1,1.0,5.5,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,8,0,514,18.0,1,1.0,4.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,8,5,398,12.0,1,1.0,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,19,3,203,22.0,0,1.0,8.4,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,21,1,98,12.0,1,0.5,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,22,6,472,48.0,1,1.0,18.1,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,16,6,144,22.0,0,0.5,7.8,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,5,5,320,12.0,1,0.5,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,10,5,344,22.0,0,0.5,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,0,2,118,35.0,0,1.0,25.6,MODERATE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,15,6,379,12.0,1,1.0,5.7,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,0,6,80,20.0,1,1.0,15.4,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,17,0,105,18.0,1,1.0,5.5,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,9,1,403,20.0,1,1.0,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,13,2,139,16.0,1,0.5,5.7,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,19,4,235,48.0,1,1.0,12.2,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,0,3,193,48.0,1,1.0,31.5,LOW
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,23,0,75,22.0,0,1.0,17.1,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,18,2,563,48.0,1,0.5,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,1,0,249,22.0,0,1.0,13.2,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,16,0,371,35.0,0,0.5,8.4,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,6,1,249,22.0,0,1.0,13.2,HEAVY
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,23,2,246,20.0,1,1.0,12.1,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,11,0,541,18.0,1,1.0,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,9,0,113,18.0,1,1.0,5.5,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,17,5,168,22.0,0,1.0,8.8,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,8,6,284,20.0,1,1.0,4.7,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,9,1,565,22.0,0,0.5,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,1,1,348,22.0,0,1.0,11.0,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,0,6,252,16.0,1,1.0,9.6,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,15,2,361,16.0,1,1.0,7.8,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,3,6,112,20.0,1,0.5,7.4,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,10,0,506,12.0,1,1.0,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,19,6,578,16.0,1,1.0,4.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,15,6,62,12.0,1,1.0,9.5,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,14,2,155,48.0,1,0.5,16.7,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,1,6,335,35.0,0,1.0,18.0,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,14,4,137,35.0,0,1.0,25.0,MODERATE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,19,3,571,12.0,1,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,9,6,483,24.0,0,1.0,5.2,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,15,2,571,16.0,1,1.0,4.5,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,4,4,545,18.0,1,1.0,5.5,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,12,4,511,22.0,0,1.0,7.5,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,2,0,571,22.0,0,1.0,6.1,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,12,3,132,22.0,0,1.0,15.8,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,23,0,323,16.0,1,1.0,8.4,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,6,1,592,12.0,1,1.0,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,9,4,495,48.0,1,1.0,7.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,22,5,172,35.0,0,1.0,23.7,MODERATE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,7,2,222,12.0,1,1.0,7.5,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,9,3,169,18.0,1,1.0,5.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,15,2,531,12.0,1,0.5,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,13,5,419,35.0,0,1.0,15.1,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,2,4,70,18.0,1,1.0,14.0,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,23,2,441,35.0,0,0.5,7.2,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,14,4,261,12.0,1,1.0,7.1,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,3,3,362,18.0,1,1.0,8.8,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,16,5,477,35.0,0,1.0,13.1,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,11,0,317,24.0,0,1.0,7.5,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,19,6,78,48.0,1,1.0,15.3,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,20,0,460,48.0,1,1.0,7.7,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,6,1,534,24.0,0,1.0,7.6,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,10,0,77,48.0,1,0.5,7.6,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,2,4,465,18.0,1,1.0,6.9,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,9,4,444,24.0,0,1.0,5.7,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,19,0,154,22.0,0,0.5,4.5,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,14,5,94,22.0,0,1.0,16.6,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,0,1,471,24.0,0,1.0,9.1,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,3,2,369,35.0,0,1.0,16.8,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,6,4,203,48.0,1,1.0,31.1,LOW
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,9,2,573,22.0,0,0.5,4.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,7,4,189,12.0,1,1.0,7.9,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,11,3,595,48.0,1,1.0,5.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,1,3,377,48.0,1,1.0,22.7,MODERATE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,10,6,113,18.0,1,0.5,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,1,6,519,20.0,1,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,7,5,573,24.0,0,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,18,0,64,24.0,0,1.0,11.1,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,10,6,224,22.0,0,1.0,8.1,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,0,2,459,48.0,1,1.0,18.8,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,17,6,265,48.0,1,1.0,11.6,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,18,5,151,16.0,1,1.0,4.6,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,14,1,252,35.0,0,1.0,20.9,MODERATE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,19,5,274,18.0,1,1.0,4.3,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,8,2,97,22.0,0,1.0,9.7,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,8,5,324,20.0,1,1.0,4.3,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,15,3,543,12.0,1,1.0,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,7,1,281,35.0,0,0.5,10.0,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,3,0,542,24.0,0,1.0,7.4,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,11,4,169,18.0,1,1.0,5.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,17,4,345,12.0,1,1.0,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,7,5,273,48.0,1,0.5,13.8,HEAVY
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,2,6,404,20.0,1,1.0,8.9,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,18,4,476,48.0,1,1.0,7.4,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,0,2,534,22.0,0,1.0,7.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,22,6,169,35.0,0,0.5,11.9,HEAVY
