city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,target_speed_kmh,congestion_level
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,14,1,216,45.0,27.9,MODERATE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,2,3,285,18.0,9.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,15,0,475,14.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,22,5,300,18.0,9.6,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,8,3,201,25.0,15.9,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,3,510,35.0,10.8,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,4,6,375,45.0,20.3,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,2,6,178,14.0,9.3,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,10,6,159,18.0,5.8,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,15,4,108,45.0,33.1,LOW
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,13,5,99,18.0,13.4,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,3,0,101,22.0,16.3,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,6,0,307,20.0,10.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,13,0,456,45.0,16.4,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,2,4,227,35.0,21.3,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,1,4,365,25.0,11.6,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,2,2,366,35.0,16.1,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,18,0,432,35.0,6.4,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,16,0,392,22.0,9.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,17,1,290,45.0,11.5,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,8,0,209,18.0,11.3,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,19,4,337,14.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,11,6,328,25.0,5.9,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,3,4,415,35.0,14.3,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,22,0,271,22.0,12.4,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,22,5,441,25.0,9.5,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,11,1,193,18.0,5.5,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,12,3,480,35.0,11.9,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,2,1,127,14.0,10.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,0,151,35.0,24.1,MODERATE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,19,2,519,45.0,6.3,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,10,3,150,18.0,5.9,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,14,1,251,45.0,26.2,MODERATE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,3,3,297,18.0,9.6,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,20,1,233,20.0,5.7,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,7,2,105,20.0,14.8,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,21,5,221,16.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,2,4,419,25.0,10.1,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,12,2,447,20.0,7.5,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,1,4,192,35.0,22.6,MODERATE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,19,6,212,25.0,7.3,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,2,0,435,22.0,8.5,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,8,5,474,14.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,15,4,362,18.0,8.4,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,20,6,109,22.0,7.6,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,7,3,324,20.0,10.1,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,0,2,109,20.0,14.7,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,10,1,109,14.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,8,0,125,22.0,15.8,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,7,3,88,20.0,15.1,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,19,0,297,25.0,6.3,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,8,0,142,35.0,24.5,MODERATE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,8,2,182,35.0,23.0,MODERATE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,11,3,304,22.0,5.5,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,5,5,116,16.0,11.6,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,15,2,226,14.0,8.5,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,17,6,177,35.0,10.9,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,23,2,405,16.0,6.7,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,3,1,368,18.0,8.3,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,2,0,114,14.0,10.2,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,21,3,325,45.0,10.7,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,20,2,239,16.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,2,6,217,18.0,11.1,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,2,3,104,14.0,10.4,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,10,2,179,45.0,14.0,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,1,0,151,45.0,31.0,MODERATE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,2,1,373,45.0,20.4,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,18,0,414,35.0,6.8,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,9,3,214,25.0,7.3,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,6,6,208,18.0,11.3,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,9,6,232,25.0,7.1,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,22,3,226,25.0,15.2,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,8,5,89,25.0,18.9,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,23,5,282,18.0,9.9,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,10,6,273,45.0,11.9,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,5,2,416,45.0,18.4,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,17,0,211,35.0,10.3,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,22,1,249,35.0,20.5,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,6,5,206,35.0,22.1,MODERATE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,7,3,380,18.0,8.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,9,1,429,22.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,21,2,376,45.0,9.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,1,1,180,45.0,29.6,MODERATE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,19,6,449,22.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,10,4,222,14.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,8,3,220,25.0,15.4,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,6,5,391,20.0,8.7,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,15,6,262,35.0,20.0,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,12,1,381,14.0,6.2,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,21,0,352,16.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,14,0,395,35.0,15.1,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,16,2,444,35.0,13.2,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,8,4,502,22.0,7.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,18,6,436,20.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,3,5,396,18.0,7.7,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,11,2,393,14.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,18,2,362,45.0,9.9,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,15,2,397,20.0,8.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,7,1,105,45.0,33.2,LOW
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,22,3,156,20.0,13.7,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,2,2,336,20.0,9.9,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,3,5,509,22.0,6.8,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,9,1,102,16.0,5.6,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,17,4,507,18.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,7,1,518,25.0,7.5,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,8,0,456,16.0,5.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,7,2,458,14.0,5.1,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,22,3,310,16.0,8.3,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,19,1,243,45.0,12.5,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,19,1,417,20.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,2,0,154,25.0,17.2,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,6,3,111,35.0,25.6,MODERATE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,12,0,271,14.0,7.9,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,21,0,316,14.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,14,2,403,25.0,10.5,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,17,6,238,22.0,6.2,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,13,2,300,22.0,11.7,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,12,1,341,45.0,21.9,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,21,0,445,22.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,11,2,235,16.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,10,0,518,20.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,14,6,416,16.0,6.5,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,23,5,440,16.0,6.1,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,4,2,110,18.0,13.2,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,10,2,409,22.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,1,3,138,16.0,11.3,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,13,2,328,25.0,12.5,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,3,3,140,16.0,11.2,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,21,3,452,45.0,7.8,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,6,5,170,16.0,10.7,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,5,0,97,22.0,16.4,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,15,3,498,16.0,5.1,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,10,1,448,25.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,18,3,406,25.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,14,2,136,22.0,15.5,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,21,0,442,16.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,9,2,221,16.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,16,4,201,16.0,10.2,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,6,6,268,20.0,11.3,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,4,1,290,20.0,10.8,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,10,4,135,25.0,8.3,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,14,1,133,45.0,31.9,MODERATE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,6,1,416,20.0,8.2,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,20,5,228,18.0,5.1,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,12,6,163,25.0,16.9,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,4,1,80,16.0,12.2,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,4,4,429,35.0,13.8,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,1,6,367,45.0,20.7,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,8,5,504,45.0,14.2,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,16,3,514,20.0,6.1,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,10,5,467,20.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,20,1,413,22.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,2,3,324,35.0,17.7,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,12,2,163,35.0,23.7,MODERATE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,20,2,238,14.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,9,4,251,16.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,21,6,375,22.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,2,5,342,22.0,10.7,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,13,6,234,22.0,13.2,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,14,0,412,14.0,5.8,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,11,1,410,25.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,10,3,249,14.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,14,1,303,45.0,23.8,MODERATE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,11,2,83,16.0,5.7,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,2,3,148,16.0,11.1,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,16,6,275,14.0,7.8,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,12,1,96,20.0,15.0,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,8,2,215,18.0,11.2,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,22,0,292,35.0,18.9,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,6,195,35.0,22.5,MODERATE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,20,0,279,14.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,8,5,256,20.0,11.6,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,6,6,471,25.0,8.7,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,3,3,501,14.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,23,1,504,18.0,5.7,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,23,3,464,14.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,11,4,288,16.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,20,5,510,20.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,22,4,339,22.0,10.8,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,15,6,433,16.0,6.2,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,6,6,196,25.0,16.0,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,16,5,201,45.0,28.6,MODERATE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,0,0,125,45.0,32.3,LOW
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,23,1,342,20.0,9.7,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,14,0,453,25.0,9.2,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,5,4,198,18.0,11.5,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,21,6,275,20.0,5.2,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,7,6,216,14.0,8.7,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,5,0,290,18.0,9.8,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,12,1,211,35.0,21.9,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,0,5,218,22.0,13.6,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,7,4,424,16.0,6.4,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,16,4,172,45.0,30.0,MODERATE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,15,2,216,18.0,11.2,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,12,3,387,16.0,7.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,10,1,288,20.0,5.1,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,1,3,423,25.0,10.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,6,2,214,35.0,21.8,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,22,6,87,22.0,16.7,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,0,0,395,18.0,7.7,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,9,6,495,14.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,5,3,311,35.0,18.2,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,0,4,355,45.0,21.3,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,11,5,309,18.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,18,1,442,35.0,6.3,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,12,4,126,45.0,32.2,LOW
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,6,1,459,14.0,5.1,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,8,1,467,14.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,4,2,279,20.0,11.1,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,12,2,151,22.0,15.2,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,14,0,82,14.0,10.7,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,22,3,202,35.0,22.2,MODERATE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,16,2,328,45.0,22.6,MODERATE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,4,2,476,35.0,12.0,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,0,3,444,16.0,6.1,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,7,4,105,16.0,11.8,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,13,6,269,35.0,19.7,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,9,2,302,22.0,5.5,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,18,1,412,14.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,12,4,406,14.0,5.9,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,10,5,497,22.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,0,160,35.0,23.8,MODERATE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,12,6,347,14.0,6.7,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,16,4,267,22.0,12.5,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,5,4,151,22.0,15.2,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,20,4,114,16.0,5.5,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,3,2,359,25.0,11.7,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,3,373,35.0,15.9,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,5,6,165,18.0,12.1,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,11,0,269,14.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,7,0,279,45.0,24.9,MODERATE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,3,4,390,35.0,15.2,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,20,4,192,22.0,6.7,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,18,4,171,20.0,6.3,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,2,0,469,14.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,23,2,135,35.0,24.7,MODERATE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,13,6,364,20.0,9.3,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,1,5,178,14.0,9.3,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,11,2,328,14.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,8,3,92,35.0,26.3,MODERATE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,21,6,134,22.0,7.3,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,21,3,486,22.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,10,3,464,35.0,5.9,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,16,4,334,20.0,9.9,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,0,3,453,18.0,6.6,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,10,6,271,22.0,5.8,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,14,1,224,16.0,9.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,14,6,485,14.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,3,0,476,35.0,12.0,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,18,1,287,35.0,9.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,4,3,435,22.0,8.5,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,6,1,469,14.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,4,5,456,16.0,5.8,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,13,0,471,18.0,6.3,SEVERE
